baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000027242.14	167.158328269514	-1.66063906086533	0.195457625904319	-8.496158966334	1.95967570245336e-17	3.19714599815873e-16
ENSMUSG00000026039.9	194.554939563167	-1.78037651152753	0.20958763260968	-8.49466397114741	1.98506370779194e-17	3.23601362672118e-16
ENSMUSG00000051378.10	332.501673647361	-1.44882538359179	0.17070176340016	-8.48746582772814	2.11191814775751e-17	3.44009848209918e-16
ENSMUSG00000026208.9	90.5543120579123	2.07621731174085	0.244644079803468	8.48668528340746	2.12614551716798e-17	3.46054856913092e-16
ENSMUSG00000020827.18	1885.22937298461	-0.824417853560485	0.0971556790408654	-8.4855343681322	2.14729650641877e-17	3.4922266374438e-16
ENSMUSG00000001583.13	81.1496849217288	-7.33893948708713	0.86490583661227	-8.48524680540121	2.15261353452224e-17	3.49812381686266e-16
ENSMUSG00000024747.3	114.958694299243	1.97830974092535	0.23319676423453	8.48343564036648	2.18640175519631e-17	3.55024278726421e-16
ENSMUSG00000038143.16	764.850090577298	1.00598982567656	0.118595668495737	8.48251743454457	2.20373070577874e-17	3.57557467532901e-16
ENSMUSG00000020111.15	2740.01921302747	-0.836988589031469	0.0986854421066656	-8.48137852112774	2.22541336827503e-17	3.60792526250044e-16
ENSMUSG00000052056.14	570.566437590598	-0.9497463324014	0.112015471180679	-8.47870675711818	2.27710798602035e-17	3.68884361055622e-16
ENSMUSG00000008604.11	1626.99277930241	-0.905005239529037	0.106769388368024	-8.47626134571056	2.32546050593951e-17	3.76422546841711e-16
ENSMUSG00000027379.13	520.158319438579	-1.28234831268471	0.151297596324475	-8.47566877357768	2.3373289337415e-17	3.78047878438705e-16
ENSMUSG00000034591.5	482.148435069742	1.08336735213031	0.127839813996376	8.47441276910042	2.36268295833568e-17	3.81850174680392e-16
ENSMUSG00000050965.14	1516.45612574834	0.904013698710508	0.106682008421882	8.47390963184266	2.37291536370722e-17	3.83204528719838e-16
ENSMUSG00000036285.10	381.598425577096	-1.0990867160453	0.129722781152288	-8.4725805774625	2.40015537331594e-17	3.87301202868851e-16
ENSMUSG00000044350.14	384.405709898292	1.1339447427298	0.133925642138302	8.46697260229527	2.51853301885646e-17	4.06086457997534e-16
ENSMUSG00000022382.15	47.1348501637066	-5.54012791925664	0.654474966403829	-8.46499591832857	2.56161662955211e-17	4.12711551522932e-16
ENSMUSG00000027376.15	193.978853425516	-10.0859310037151	1.19228687733048	-8.45931561898713	2.68951218505226e-17	4.32980066709541e-16
ENSMUSG00000028035.13	1477.92614000866	1.12877785045657	0.133480112774305	8.45652454883047	2.75464295807386e-17	4.43120520013017e-16
ENSMUSG00000027296.7	50.766662591104	-5.91469485194632	0.700113513764434	-8.4481940937601	2.95843252802915e-17	4.75532973638997e-16
ENSMUSG00000052911.9	5040.07603596035	1.37657938742163	0.163022622996544	8.44410034704705	3.06395917787313e-17	4.92112760191472e-16
ENSMUSG00000046668.9	649.504322154683	0.934334944251286	0.110662967270781	8.44306787802879	3.09115477409475e-17	4.96095568748628e-16
ENSMUSG00000013622.15	671.989273164887	0.898174683865036	0.106435233205153	8.43869700678736	3.2089473565067e-17	5.14600728403519e-16
ENSMUSG00000074358.9	298.573053539238	-1.54778302342919	0.183486632196073	-8.43539937980461	3.30073695947675e-17	5.28910499463172e-16
ENSMUSG00000024548.11	1489.06229639553	1.12479145281697	0.133375480014704	8.4332701385065	3.36137562781257e-17	5.38210353038379e-16
ENSMUSG00000051065.9	409.023364470813	-1.17940968099031	0.139886257145087	-8.43120478780874	3.42124430272152e-17	5.47372628696056e-16
ENSMUSG00000042644.9	6546.14772667522	-0.948764491018713	0.112628542160152	-8.42383709157508	3.64350790523481e-17	5.8248259687475e-16
ENSMUSG00000037335.13	108.688818878519	-10.215057782202	1.21270406096637	-8.42337228924747	3.65799784793865e-17	5.84347501778431e-16
ENSMUSG00000022948.16	149.536292835185	-1.66565345115923	0.197805058124117	-8.42068179123147	3.7429962876162e-17	5.97464229953058e-16
ENSMUSG00000049598.9	83.3040497893288	-7.37905639519957	0.876546651147947	-8.4183270628389	3.81898382648993e-17	6.09123503612931e-16
ENSMUSG00000022474.15	1600.78174202766	-0.933089194189781	0.110864120656818	-8.41651193065588	3.87859527344679e-17	6.18154856870521e-16
ENSMUSG00000031673.6	10231.3282744999	0.941143832491092	0.111833786957675	8.41555900138908	3.91025725965282e-17	6.22721261974118e-16
ENSMUSG00000023959.10	105.185772742155	-2.00212091861663	0.237923038503522	-8.41499390395095	3.92915344680872e-17	6.252492104164e-16
ENSMUSG00000019942.13	1054.17119243765	-0.842400787568495	0.100168371589899	-8.4098480807633	4.10542118547395e-17	6.52796679968482e-16
ENSMUSG00000079620.13	182.35042870285	-9.99112852032423	1.18862020233771	-8.40565262198493	4.25488824798244e-17	6.7604357285724e-16
ENSMUSG00000032366.15	17863.1981338003	0.73080973566797	0.086943784676376	8.40554317238668	4.25885848634049e-17	6.76155069124526e-16
ENSMUSG00000026425.15	2044.96312291159	-0.744190821981592	0.0885590986797181	-8.40332425551241	4.34014138696216e-17	6.88531479080415e-16
ENSMUSG00000035397.8	668.963221643932	-1.28229374071379	0.152602894351107	-8.4028140237203	4.35904740599262e-17	6.91000871170646e-16
ENSMUSG00000097651.2	45.1406169305727	-5.46474796811198	0.650542369986527	-8.40029523092424	4.45357514091191e-17	7.05444938285182e-16
ENSMUSG00000001707.8	665.13056390634	-0.970624512087204	0.115603805133432	-8.39612944372284	4.6143693806131e-17	7.30355465774623e-16
ENSMUSG00000082082.1	125.437834828957	-7.22481268837193	0.860696491724085	-8.39414678442537	4.69289568480769e-17	7.42216613391564e-16
ENSMUSG00000022146.12	3317.32488048501	0.855677064062661	0.101954010262522	8.39277495666306	4.74799911483214e-17	7.50357965535008e-16
ENSMUSG00000052544.9	45.0384052220919	-3.56661660528455	0.424988961048819	-8.39225705176574	4.76896779521784e-17	7.53096463966958e-16
ENSMUSG00000036160.13	594.053771223487	-0.960295742078793	0.11446888852691	-8.38914183964532	4.89703586839278e-17	7.72730595037693e-16
ENSMUSG00000015354.8	677.701927796285	-0.953934026391039	0.113737380337885	-8.38716368846493	4.98011352580714e-17	7.85240918508935e-16
ENSMUSG00000025810.9	2599.64530962624	0.820468790755188	0.0978331692510695	8.38640715655052	5.01225224345249e-17	7.89706490177469e-16
ENSMUSG00000024077.15	1680.60886325265	-0.899728329166433	0.10729414234953	-8.38562394427281	5.0457399057955e-17	7.94377636462645e-16
ENSMUSG00000029761.16	22692.8619540564	0.972212260162384	0.116000857508538	8.3810782182436	5.24450320358824e-17	8.25042112339392e-16
ENSMUSG00000022111.9	480.697293913367	-1.2534738373474	0.149660829722454	-8.37543022895147	5.50224927588868e-17	8.64931844759188e-16
ENSMUSG00000058571.11	1084.61024991247	0.970467369061071	0.115894059952787	8.37374555224331	5.58152055761381e-17	8.7672677126315e-16
ENSMUSG00000028678.13	422.691878582988	-1.13977953209816	0.136160941479886	-8.37082587495567	5.72158026696845e-17	8.9804499986932e-16
ENSMUSG00000035473.10	248.774598088989	1.23340487892254	0.14740930327577	8.36721191616462	5.89975379498011e-17	9.2530861832262e-16
ENSMUSG00000027188.8	544.505590137684	1.09271748632692	0.130599583927017	8.36692930765814	5.91391530096036e-17	9.26827013870962e-16
ENSMUSG00000024304.14	901.970689071669	0.874204894620302	0.104497373678872	8.36580732934781	5.97046912951728e-17	9.34981793204571e-16
ENSMUSG00000026200.13	389.082141833173	1.05143917286659	0.125701591694945	8.3645653065257	6.03369603647194e-17	9.4416845617621e-16
ENSMUSG00000042082.7	1044.36950778592	0.885684286415272	0.105939300209728	8.36029957401913	6.25591945045422e-17	9.77463789060019e-16
ENSMUSG00000049904.7	124.242207203204	-1.79675751582059	0.214914242810199	-8.36034639829519	6.25343686254721e-17	9.77463789060019e-16
ENSMUSG00000021175.15	188.977021956503	-1.51874568823275	0.181686800395395	-8.35914158280946	6.31762548869308e-17	9.86360139506367e-16
ENSMUSG00000041498.13	297.23533024312	-1.33878892675494	0.160231372849213	-8.35534828759672	6.52399331472647e-17	1.01781183787139e-15
ENSMUSG00000037239.8	1180.5470890047	-0.778456761210005	0.0931936928171854	-8.35310564135574	6.64911316545349e-17	1.03655014358505e-15
ENSMUSG00000072949.6	79.1999662696506	-2.4711015387783	0.295854664551237	-8.35241703059357	6.68800430773893e-17	1.04182789995629e-15
ENSMUSG00000000486.13	74.7298928432496	-2.2114856617329	0.264823132769422	-8.35080243408498	6.78007486601146e-17	1.0553755361413e-15
ENSMUSG00000026622.15	315.288936151605	-1.20034333706319	0.143782358722079	-8.34833527375472	6.92318155915977e-17	1.07684102943111e-15
ENSMUSG00000026304.13	42.0619479540696	-3.98556921662325	0.477441635569176	-8.34776215499494	6.95684913306446e-17	1.08126474842753e-15
ENSMUSG00000019894.14	131.584479117966	-1.8856542040024	0.226030133159508	-8.34249034694726	7.27421079966297e-17	1.12974173282754e-15
ENSMUSG00000008206.16	312.72723268348	1.20512458942582	0.144534903264063	8.33794856612643	7.55904380101653e-17	1.17309781779167e-15
ENSMUSG00000044433.16	42.0379626142231	-4.76614795038282	0.571742127874443	-8.33618465041549	7.67260710976063e-17	1.18982925996715e-15
ENSMUSG00000020075.8	4320.36713233904	-0.889963619122923	0.106798639358937	-8.33309885280343	7.87533527574349e-17	1.21943907821337e-15
ENSMUSG00000058454.15	709.702311473231	-1.22647926065477	0.147181401484279	-8.33311307193775	7.87438911139533e-17	1.21943907821337e-15
ENSMUSG00000029641.8	86.7630978754609	2.02659889981739	0.243244289143755	8.33153743075011	7.97991987961075e-17	1.23470906918106e-15
ENSMUSG00000015880.13	446.960718808266	-1.17801284955398	0.141447295533247	-8.32828118143191	8.20245099466609e-17	1.2681921055804e-15
ENSMUSG00000035357.17	996.637064340664	0.961247221974704	0.115470581931945	8.32460706347904	8.46089288931976e-17	1.30717319791903e-15
ENSMUSG00000024270.11	2014.41116648365	0.737510242765564	0.0886079025359807	8.32330098848785	8.55468504443027e-17	1.3206773844338e-15
ENSMUSG00000019467.15	1967.00156445938	0.824654014936239	0.0990965412110425	8.32172349164036	8.66933649144572e-17	1.33737929901967e-15
ENSMUSG00000070780.11	57.0758001662512	-2.58721048814359	0.310980550694503	-8.31952507115203	8.83164743421019e-17	1.36140305865504e-15
ENSMUSG00000026764.15	295.251350411272	-1.28859033939024	0.154930590006295	-8.31721056079295	9.00576783981494e-17	1.38721012138683e-15
ENSMUSG00000022419.16	323.021513094972	-1.23559626612261	0.148562774117937	-8.31699780418563	9.02194237187878e-17	1.38866757326679e-15
ENSMUSG00000046434.16	4188.65628999353	-0.82835312995418	0.0996711586958699	-8.31086084272144	9.5010290189223e-17	1.46132183876911e-15
ENSMUSG00000027082.15	643.642453811324	1.30251390247346	0.156752230879472	8.30938032055803	9.62031266555612e-17	1.47856915388083e-15
ENSMUSG00000064080.12	42085.2150092319	0.934768295228191	0.112577816961835	8.30330806241416	1.01251889053854e-16	1.55500952402159e-15
ENSMUSG00000028693.15	1201.67506078032	-1.44542869439964	0.174082763917934	-8.30311204779035	1.01419145093384e-16	1.55642274076175e-15
ENSMUSG00000036492.12	47.934868124898	-3.11314943743037	0.375033410419565	-8.30099226078969	1.03245420115884e-16	1.5832750229335e-15
ENSMUSG00000043029.2	48.1390796539504	-5.82754367539897	0.70204806672015	-8.30077590359913	1.03433633737627e-16	1.58498635639281e-15
ENSMUSG00000019872.13	948.635805379464	-0.845406914833243	0.101889978577445	-8.29725284700753	1.06546454478411e-16	1.63147779703544e-15
ENSMUSG00000030956.15	1026.45334475734	-1.00375838744615	0.120989399916994	-8.29625064786488	1.07448707605123e-16	1.64407648981301e-15
ENSMUSG00000025082.8	88.9671127755391	-9.92468489045058	1.19649219589936	-8.29481790559491	1.08751665070015e-16	1.66278321899734e-15
ENSMUSG00000035305.5	220.859027307357	1.33689465700852	0.16123835050522	8.29141859129378	1.11905711684846e-16	1.70974406028391e-15
ENSMUSG00000052997.15	2439.32276278798	-0.732764055579284	0.0884122203765516	-8.28804041407861	1.15129463714052e-16	1.75769979029711e-15
ENSMUSG00000020091.15	2544.30771430605	-0.78200355751169	0.0944138857704785	-8.28271764402062	1.20395647317789e-16	1.83674392040052e-15
ENSMUSG00000034023.16	204.035720911389	-1.35500805695695	0.163681373069283	-8.27832777516716	1.24916996657027e-16	1.90431680902278e-15
ENSMUSG00000034917.8	172.247484783387	-9.91478159041696	1.19782047979015	-8.27735187175455	1.25944652153153e-16	1.91856923349946e-15
ENSMUSG00000039208.15	306.563061744394	1.2856824825235	0.155471108719596	8.26959100704897	1.3441933508957e-16	2.04533543077984e-15
ENSMUSG00000060703.12	433.838765599947	1.16043452617279	0.140326175761722	8.26955142099254	1.3446397185965e-16	2.04533543077984e-15
ENSMUSG00000024620.11	3206.64843021055	1.18114239148946	0.142836629067725	8.26918416654479	1.34878780992079e-16	2.05013765053868e-15
ENSMUSG00000034858.16	545.316503233616	0.974384831862342	0.117844224883412	8.2684139407454	1.35752843183785e-16	2.06190827235166e-15
ENSMUSG00000007888.15	1529.63587618463	1.1483659987439	0.138929605087954	8.26581201333505	1.38747046027273e-16	2.10584016226427e-15
ENSMUSG00000007021.5	51.6421367234661	-3.23022366291772	0.390808883691933	-8.26548166562162	1.39131826237084e-16	2.11013203032739e-15
ENSMUSG00000020520.14	1111.80893109406	1.05421378711079	0.127567909063948	8.26394188668818	1.40939245807202e-16	2.13597815239091e-15
ENSMUSG00000000028.15	247.914792498249	-1.26703755827583	0.153448168663184	-8.25710446279068	1.49248796070543e-16	2.26025610857345e-15
ENSMUSG00000034453.8	869.873401668373	-0.85099706018551	0.103082910980222	-8.25546205567272	1.51315693969488e-16	2.28988131759092e-15
ENSMUSG00000025161.16	824.419657003703	-1.53664386674702	0.186171453996392	-8.253917739595	1.53284879862765e-16	2.31798560652122e-15
ENSMUSG00000054162.15	110.525902015381	-2.27042467694228	0.275084964897103	-8.25353969378713	1.53770769712085e-16	2.32226537296079e-15
ENSMUSG00000074934.3	16191.3197890468	1.12008858966892	0.135710363354525	8.25352288493129	1.5379240880535e-16	2.32226537296079e-15
ENSMUSG00000054293.10	194.19556205881	1.45223953640854	0.176038728466339	8.2495457054283	1.58997790576594e-16	2.39911545853975e-15
ENSMUSG00000028780.13	4711.28480723445	0.932566720783644	0.113088060986967	8.24637643129383	1.6326980203521e-16	2.46178017106589e-15
ENSMUSG00000021367.8	62.1943174595797	2.72325253829763	0.330319337211123	8.24430250220885	1.66126397454724e-16	2.50302751940704e-15
ENSMUSG00000038375.15	1993.18247195037	0.774647395416564	0.094001863077337	8.24076640671736	1.71111011368156e-16	2.57625436111575e-15
ENSMUSG00000039682.12	2321.41002415071	-0.899843459767872	0.109217284609757	-8.23902061823907	1.73626022657984e-16	2.61221929507325e-15
ENSMUSG00000031848.15	761.528883871727	-1.30252927253904	0.158346890678559	-8.22579633207417	1.93898251133018e-16	2.91383008397987e-15
ENSMUSG00000050010.8	160.400650179395	-9.80654126110588	1.19217429739157	-8.22576135264968	1.93954852111968e-16	2.91383008397987e-15
ENSMUSG00000025280.8	834.660839167981	-0.906244481576427	0.110228902959551	-8.22147782699949	2.01010672208501e-16	3.01763989548422e-15
ENSMUSG00000023048.13	2166.07878338682	-1.11376850213837	0.135516337617963	-8.21870279049467	2.05716153033655e-16	3.08604065105672e-15
ENSMUSG00000045775.15	44.2334547696464	-3.14310051877611	0.382514048109369	-8.21695447346663	2.08736263564768e-16	3.12907759736547e-15
ENSMUSG00000027533.10	489.146836149687	-1.11070967724073	0.135250742880018	-8.21222607424829	2.17124975642373e-16	3.25247239037927e-15
ENSMUSG00000025665.16	173.22393077558	-1.79201566145951	0.21828617198219	-8.20947861784722	2.22151020410454e-16	3.32535322665056e-15
ENSMUSG00000000915.15	335.897770487095	-1.21204359006641	0.14771789350846	-8.20512370762305	2.30353572105185e-16	3.44564305577726e-15
ENSMUSG00000028099.8	762.582368064176	-0.85000204948308	0.103682828769916	-8.1980985623891	2.44219083882771e-16	3.64953273781681e-15
ENSMUSG00000061288.13	1376.59639289283	-0.88456877499356	0.107900025778474	-8.19804044171073	2.44337160626301e-16	3.64953273781681e-15
ENSMUSG00000079012.11	147.364753508547	1.78722434585424	0.218017848307207	8.19760565353292	2.45222254019615e-16	3.6601102228743e-15
ENSMUSG00000031765.8	1813.99287489953	1.54545833259915	0.188560946076179	8.1960679809847	2.48377904343169e-16	3.70453764033679e-15
ENSMUSG00000009418.16	2175.28883327637	-0.703104657257587	0.0858029774930724	-8.1944086067917	2.51828227258575e-16	3.75329289430702e-15
ENSMUSG00000025557.10	83.5793601548544	-9.83072119064438	1.20142713713714	-8.18253632431661	2.77930926935578e-16	4.13934995357545e-15
ENSMUSG00000018593.13	55518.336288507	0.813794394179803	0.099460983791736	8.18204649859315	2.79063320638069e-16	4.1532251180142e-15
ENSMUSG00000042599.8	789.9510510151	-1.24013835013976	0.151624998346914	-8.17898343716621	2.86248447133903e-16	4.25709678350759e-15
ENSMUSG00000032332.17	39269.8047617171	0.9484140000128	0.115969811323721	8.1781110893194	2.88327895053429e-16	4.28494192885796e-15
ENSMUSG00000029313.18	2178.25999986709	0.796813373438595	0.0974849409400113	8.17370730038114	2.99054831039149e-16	4.44116819074435e-15
ENSMUSG00000011008.13	39.7752605419409	-3.89800315288785	0.476995641530732	-8.17198903616545	3.03346107147205e-16	4.50166493440046e-15
ENSMUSG00000020527.14	769.290139499681	-0.823245576976782	0.100759939826364	-8.17036590529386	3.07455513398351e-16	4.55937792521268e-15
ENSMUSG00000026697.10	45.3791041190872	-5.75202411125645	0.70407909339578	-8.16957095475508	3.09488120626989e-16	4.58623262995023e-15
ENSMUSG00000018672.15	1090.27135926949	0.859210980558014	0.105204934824739	8.16702165149739	3.16096184356658e-16	4.68080298195146e-15
ENSMUSG00000020777.16	2106.29653590957	0.689078738597021	0.0844389612981168	8.16067284584645	3.33163428054097e-16	4.9300084664915e-15
ENSMUSG00000024713.16	139.492523783016	1.61729605292808	0.198375820754028	8.15268739295307	3.55924810877359e-16	5.26305687106499e-15
ENSMUSG00000037572.17	399.492936495423	-1.20979802725076	0.148564522822216	-8.14324984369587	3.84807075613536e-16	5.68607426658373e-15
ENSMUSG00000033542.13	1786.11894478083	-0.816972733510603	0.100344556093249	-8.14167469883869	3.89847514274439e-16	5.7564422039938e-15
ENSMUSG00000023110.12	1205.85194653488	-0.860860768236853	0.105791316617713	-8.13734809018075	4.04029847930355e-16	5.96160161493242e-15
ENSMUSG00000051586.17	798.051283744869	-0.950685839056698	0.11685769488159	-8.13541495936586	4.10529729187907e-16	6.05319209387757e-15
ENSMUSG00000030782.17	1508.46965792908	1.10910417831855	0.136337425230923	8.13499430871603	4.11957701827548e-16	6.06992092429237e-15
ENSMUSG00000037894.13	909.307738038556	-0.909250230742565	0.111806178948676	-8.13237908040798	4.20946016719969e-16	6.19794323692954e-15
ENSMUSG00000021939.8	16629.1299649411	0.797890480545113	0.0981510827302987	8.1292071197785	4.32107445895982e-16	6.35775727827182e-15
ENSMUSG00000027894.14	372.061121006507	1.46407799771746	0.180106791569195	8.12894386137004	4.33046794965325e-16	6.36704978496636e-15
ENSMUSG00000027074.14	350.193223197697	-1.09633969129393	0.134888862734838	-8.12772581120429	4.37419259490936e-16	6.42677004338708e-15
ENSMUSG00000040133.2	555.14311820025	0.996654103905386	0.122659075120577	8.1254004477504	4.45887831484603e-16	6.54654476218735e-15
ENSMUSG00000022109.6	503.163714946391	-1.06540331345527	0.131151351750306	-8.12346422081609	4.53062352626866e-16	6.64716375091629e-15
ENSMUSG00000022261.6	8400.80491903396	0.773261231279087	0.0952140248506372	8.12129549708781	4.61233500026051e-16	6.76225188875898e-15
ENSMUSG00000018008.8	38.7925644176981	-4.08628578385652	0.503543403668871	-8.1150616889893	4.85538101564837e-16	7.11354582653809e-15
ENSMUSG00000012428.9	139.622572675119	-1.89227863980197	0.233187483733349	-8.11483793858248	4.86433537889193e-16	7.1216210886863e-15
ENSMUSG00000035678.8	329.220650208273	-1.15098336947697	0.141842984920412	-8.11448920172388	4.87832408653885e-16	7.13705023891295e-15
ENSMUSG00000074006.3	37.0420683833875	-4.01290342495374	0.494817563403769	-8.10986456776035	5.06762127519122e-16	7.40875486359581e-15
ENSMUSG00000015850.11	1340.51751901762	1.14501347746439	0.141235120830612	8.10714410644109	5.18233851057582e-16	7.57111841583912e-15
ENSMUSG00000019831.14	324.302257706855	-1.10553845511546	0.13639485027782	-8.10542665550503	5.25607427318257e-16	7.67342332317062e-15
ENSMUSG00000028150.14	44.3909339836301	-3.04001035426387	0.375121247867337	-8.10407400686347	5.31487479494305e-16	7.75379512573955e-15
ENSMUSG00000028862.6	296.307866686423	-1.45156688071087	0.179130635733346	-8.10339825328188	5.34449257738546e-16	7.79150936915948e-15
ENSMUSG00000078657.6	46.1400180595833	-2.89130810193113	0.356857432755778	-8.10213781902605	5.40017173018231e-16	7.86713750579446e-15
ENSMUSG00000027827.17	106.702924061508	1.77673120830094	0.219473320028534	8.09543140856458	5.70617595794726e-16	8.30708388754785e-15
ENSMUSG00000007872.3	2133.48445843098	0.978479640269696	0.120881208907311	8.09455538304526	5.74738893166031e-16	8.36119794861158e-15
ENSMUSG00000090290.2	339.492909074938	-1.06421556122336	0.131491100482247	-8.09344174107848	5.80020433104508e-16	8.43210309180109e-15
ENSMUSG00000042359.18	281.015415888562	-1.24397761179643	0.153801150674757	-8.088220447889	6.05427553688912e-16	8.79528076064785e-15
ENSMUSG00000027254.13	3009.33186958452	0.864051845570772	0.106831174244091	8.08801224628089	6.06463094421938e-16	8.8041417784608e-15
ENSMUSG00000051703.14	85.7258200983359	-2.19389497582716	0.271285772736545	-8.08702555130944	6.11394442292128e-16	8.8695068917933e-15
ENSMUSG00000037266.18	4236.79412998537	0.740578502294739	0.0915796994115377	8.08671034141259	6.12978123784376e-16	8.8862497874754e-15
ENSMUSG00000021991.9	257.897484617552	1.31975086603033	0.163271886365881	8.08314827130045	6.31158085716075e-16	9.14339448123841e-15
ENSMUSG00000027506.15	1106.95909349484	-1.05482764560733	0.130532391656964	-8.08096467258018	6.42564247511207e-16	9.30211797639212e-15
ENSMUSG00000030660.9	2527.96819760402	-0.962407528025185	0.11914956457239	-8.07730629548774	6.62130874901534e-16	9.5751519885176e-15
ENSMUSG00000038244.14	3492.3579330741	0.752019999827386	0.0931032867873766	8.07726586006359	6.62350388919064e-16	9.5751519885176e-15
ENSMUSG00000034818.17	289.604295662164	-1.38463772142753	0.171425977896698	-8.07717557406568	6.62840788335386e-16	9.5755498521607e-15
ENSMUSG00000039678.12	1307.73754552269	-0.7630056319791	0.094506223664784	-8.07360195330098	6.82541340607182e-16	9.85326776911429e-15
ENSMUSG00000028148.11	78.0690995439769	-9.73844759627722	1.20798445436298	-8.06173255053413	7.52206314148802e-16	1.08513891358412e-14
ENSMUSG00000023243.9	67.5996572982013	-2.53875507665903	0.314986545245231	-8.05988419182317	7.63667617244709e-16	1.1009053657102e-14
ENSMUSG00000035024.16	610.371359597151	-0.969020594415693	0.120241047240089	-8.0589833227319	7.69315923013632e-16	1.10827566151692e-14
ENSMUSG00000045659.18	244.310264218066	-1.36948773589206	0.169965425004853	-8.05744895382669	7.79031075786689e-16	1.12149031766174e-14
ENSMUSG00000020706.13	2028.97339819609	-0.816822789182542	0.10138039530672	-8.05700931340125	7.8183695462201e-16	1.12474694577646e-14
ENSMUSG00000029759.9	495.683572631908	0.992031423217867	0.12314019673761	8.05611367774337	7.87583931934431e-16	1.1322271577434e-14
ENSMUSG00000027955.16	2743.66104144818	1.04178461581026	0.129360506262358	8.05334368201524	8.05622717423668e-16	1.15735535800996e-14
ENSMUSG00000038618.12	325.962705325326	-1.29206985003281	0.16045795745559	-8.05238874108454	8.11935361161107e-16	1.16561462986397e-14
ENSMUSG00000050157.6	38.1783572041268	-3.83179926078639	0.47590918208947	-8.05153463096248	8.17622733516526e-16	1.17296542914399e-14
ENSMUSG00000039942.15	106.180474136803	1.7794796069612	0.221036716171122	8.05060642315897	8.23848019437598e-16	1.18107719875992e-14
ENSMUSG00000023022.14	4979.48119295448	0.668229214233284	0.0830121423052962	8.0497767636898	8.29451873499386e-16	1.18828745893918e-14
ENSMUSG00000006056.13	73.3074310759025	-9.64089110696504	1.19787762338913	-8.04831054418422	8.39447285699198e-16	1.20098621975843e-14
ENSMUSG00000027322.11	45.1593217889176	-5.74395722126401	0.713685224044989	-8.04830621083718	8.3947700187107e-16	1.20098621975843e-14
ENSMUSG00000030986.13	685.74916170753	-0.853910916872801	0.106213900201721	-8.03954016612759	9.01762247813309e-16	1.2892021852463e-14
ENSMUSG00000025857.10	457.274103567918	-1.0566505452919	0.131454338203783	-8.03815651678125	9.12000933409819e-16	1.30293945507244e-14
ENSMUSG00000022070.7	303.183162198169	-1.09823037469761	0.136639703428869	-8.03741772807141	9.1751461333661e-16	1.30991199489955e-14
ENSMUSG00000025887.10	620.190877249385	1.2800456033027	0.159263539389384	8.03727964486025	9.18548783512561e-16	1.31048404720858e-14
ENSMUSG00000022673.5	1285.14822727554	-0.786320020387987	0.0978865751652604	-8.03297100813319	9.51401559688088e-16	1.35641930153463e-14
ENSMUSG00000031403.14	942.798978185344	-1.20282684396464	0.149844107186753	-8.02718816606876	9.97320591916465e-16	1.42090709951625e-14
ENSMUSG00000025364.13	3784.52262285444	-1.02089005508229	0.127197999724522	-8.02599142512674	1.00709257023086e-15	1.43384198213116e-14
ENSMUSG00000030406.7	42.9392242072924	-5.38978334283486	0.671707084758063	-8.02400847800521	1.02349234336681e-15	1.45618886569664e-14
ENSMUSG00000047907.11	190.652091661641	1.42218302405119	0.177274967851828	8.02246950759509	1.03640132030861e-15	1.47354186345184e-14
ENSMUSG00000037989.15	68.3755979682144	-7.09807329182259	0.884937156191925	-8.02099136888671	1.0489509965058e-15	1.49036052642277e-14
ENSMUSG00000028318.14	416.042481100519	-1.09120423148888	0.136050093497269	-8.0206062593466	1.05224515636169e-15	1.49401479407374e-14
ENSMUSG00000032434.9	831.326107186603	-0.973008684101693	0.121341914350419	-8.01873523514536	1.06839516868375e-15	1.51590472253504e-14
ENSMUSG00000038437.11	1010.79869036931	-0.902198794650537	0.112522669809218	-8.01792915312279	1.07542801419937e-15	1.52483751403306e-14
ENSMUSG00000028649.21	11946.3798273851	-0.763978754237696	0.095300536801761	-8.01652099638099	1.08782338269479e-15	1.54135632313748e-14
ENSMUSG00000031665.7	45.8867303158063	-3.33063286864526	0.415531818407798	-8.01534977852554	1.09824021198577e-15	1.5550510106331e-14
ENSMUSG00000056481.7	3826.63378375522	1.04837224920055	0.130848368237007	8.01211557565338	1.12751829967847e-15	1.59541525755462e-14
ENSMUSG00000046743.6	2877.94687608436	1.2712549387578	0.158678474173167	8.01151476520042	1.13304128785336e-15	1.60213432138226e-14
ENSMUSG00000030528.12	347.055813267632	-1.44336160412661	0.180255195022204	-8.00732319503364	1.17232109120594e-15	1.65654415394654e-14
ENSMUSG00000006143.12	36.3512144180157	-4.54341827995455	0.56761340287998	-8.00442388587368	1.20027268038362e-15	1.69488334055262e-14
ENSMUSG00000022900.14	132.767477957459	-9.53538987501848	1.19198964425674	-7.99955764797287	1.24866979759449e-15	1.76202128941591e-14
ENSMUSG00000022286.16	133.029886775568	-9.53802931730243	1.19267643446044	-7.99716422804766	1.27317375178373e-15	1.79537460144172e-14
ENSMUSG00000002280.11	516.418493775664	-0.974152318877575	0.12182058495969	-7.99661501543371	1.27886309255948e-15	1.80216899153801e-14
ENSMUSG00000073481.9	1290.55485361028	-0.974131116948959	0.121873961740133	-7.9929387954587	1.31759549919499e-15	1.855486595769e-14
