baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000036561.9	512.322777972491	0.555277461452113	0.119599721638311	4.64279894506243	3.43720789808972e-06	1.82228395150646e-05
ENSMUSG00000025764.14	1230.68471041839	0.595872052215123	0.128349303731454	4.64258110399936	3.44083503774341e-06	1.82373954460154e-05
ENSMUSG00000031232.17	2121.90854475238	0.536397451305481	0.115545211886195	4.6423165663827	3.44524462834818e-06	1.82560900682989e-05
ENSMUSG00000060121.15	192.179210272652	-0.914658876653549	0.197029450846256	-4.6422444600288	3.44644751223871e-06	1.82577873714935e-05
ENSMUSG00000023046.6	818.019551830671	0.822733713514526	0.177233398482462	4.64209184363149	3.448994799407e-06	1.82650571135163e-05
ENSMUSG00000085766.1	56.3522145816391	1.36074142083542	0.293133319813807	4.64205645983794	3.44958564037841e-06	1.82650571135163e-05
ENSMUSG00000052957.8	2627.63160787727	0.85591559090956	0.184439400837183	4.64063311323123	3.47343341938735e-06	1.83866215831285e-05
ENSMUSG00000033278.10	900.622635511204	0.493226708314012	0.106287362903425	4.64050188884797	3.4756399894068e-06	1.83935954108105e-05
ENSMUSG00000031467.10	520.356506190821	-0.628501227480777	0.135460237819871	-4.63974696631296	3.4883603283432e-06	1.84521641572109e-05
ENSMUSG00000038453.17	18.1921170121107	-2.77856286550305	0.598861860976881	-4.63973922294964	3.48849103392719e-06	1.84521641572109e-05
ENSMUSG00000059689.15	410.829562510218	0.580675154598512	0.125171152597538	4.63904935401171	3.50015467363862e-06	1.85091256987633e-05
ENSMUSG00000023755.10	105.583414830403	-1.06533569210493	0.229707841573643	-4.63778547918395	3.52162012582328e-06	1.8617877726273e-05
ENSMUSG00000047884.6	12.1082970230616	-4.53927370599205	0.978846184395987	-4.63737181423768	3.52867312229496e-06	1.86503987943065e-05
ENSMUSG00000042408.13	404.722937725422	0.575493250927279	0.124115423196348	4.63675855994836	3.53915404951794e-06	1.870101655744e-05
ENSMUSG00000020612.16	6530.77105184215	0.368649769798108	0.0795084447252913	4.63661150802063	3.54167169886374e-06	1.87095409689464e-05
ENSMUSG00000024083.16	2813.14881366011	0.406660995470773	0.0877290744916017	4.63541873463743	3.56215650581779e-06	1.88129516558214e-05
ENSMUSG00000021497.10	988.098133287439	0.480277576130584	0.103669222792514	4.6327884322218	3.60773180673191e-06	1.90487871071626e-05
ENSMUSG00000023988.8	602.734263950169	-0.66644034684492	0.143910860169954	-4.63092462971782	3.64036380868752e-06	1.92161791554781e-05
ENSMUSG00000032549.7	55.4210858088937	-1.50632666077643	0.325291410936548	-4.63069915199899	3.64433067297909e-06	1.92322113856935e-05
ENSMUSG00000030045.10	438.093618068284	-0.566449436276199	0.122335322358539	-4.63030157893444	3.65133533528508e-06	1.92642627087586e-05
ENSMUSG00000022369.13	335.432040591643	-0.681825804416761	0.14728224019518	-4.62938235807113	3.66758013341877e-06	1.93450357521759e-05
ENSMUSG00000024659.15	10673.0091691185	0.511927102578654	0.1105988337021	4.62868445753721	3.67995992939103e-06	1.94053864540689e-05
ENSMUSG00000022468.12	12.6705431167859	-3.81908054217428	0.825198796776557	-4.62807332862409	3.6908334070217e-06	1.94577652117885e-05
ENSMUSG00000036940.15	2111.22656932238	-0.457996644430064	0.0990004123380525	-4.62620946331175	3.72418667863533e-06	1.96285986804915e-05
ENSMUSG00000047592.17	11.2861444820968	-5.9605816106037	1.28867455223768	-4.62535835774334	3.73951285625036e-06	1.97043562040885e-05
ENSMUSG00000026553.17	8910.29257788929	0.419923676396	0.0908234199650586	4.62351755260429	3.77286799795053e-06	1.98722748203291e-05
ENSMUSG00000033855.15	996.418343011711	0.467630110127434	0.10114215337593	4.62349371175958	3.77330185596039e-06	1.98722748203291e-05
ENSMUSG00000035314.10	313.012654891547	-0.72277218370694	0.156355728603189	-4.62261402357213	3.78934398880234e-06	1.99516821319303e-05
ENSMUSG00000029034.9	643.426125949772	-0.515780045241704	0.111581088768386	-4.62246829579098	3.79200780811981e-06	1.99555496124585e-05
ENSMUSG00000032643.12	502.447334935947	0.63473475398631	0.137313990706902	4.62250605869547	3.7913173518685e-06	1.99555496124585e-05
ENSMUSG00000031844.8	7.2021727464638	-6.2837133863699	1.35941638800806	-4.62236106744112	3.79396902642224e-06	1.99607927898263e-05
ENSMUSG00000040520.7	900.245163218369	0.673781016706356	0.14579067880502	4.62156443902337	3.80856992338383e-06	2.00325161467179e-05
ENSMUSG00000036299.5	764.096537171682	0.514185935036205	0.111264803631037	4.62128110827647	3.81377588638816e-06	2.00547996343955e-05
ENSMUSG00000025733.17	319.465630178483	-0.602795775764787	0.130469045828112	-4.62022061967822	3.83332208120913e-06	2.01524609641609e-05
ENSMUSG00000105572.1	88.5865714306007	1.16315762217975	0.25178860151154	4.61958013665855	3.84517349457552e-06	2.02096301022062e-05
ENSMUSG00000040423.11	1377.86899229343	-0.49995205367125	0.108231201913909	-4.61929688324934	3.85042597200485e-06	2.02320960332396e-05
ENSMUSG00000025815.13	141.17717345556	0.815833967097721	0.176628325718301	4.61893053551823	3.85722949984249e-06	2.02626984924433e-05
ENSMUSG00000021431.15	903.544307492818	-0.640019763850124	0.138576767843758	-4.61852137128594	3.86484180450982e-06	2.02975329804251e-05
ENSMUSG00000029161.7	452.173479801212	0.548574866904159	0.118793106234462	4.61790152891057	3.8764011121101e-06	2.03530735548786e-05
ENSMUSG00000044018.3	754.319934972391	-0.556218066853378	0.120490138824326	-4.61629534400606	3.90650890823856e-06	2.05059502118069e-05
ENSMUSG00000000552.10	994.659297892439	-0.627160279734226	0.135861505232562	-4.61617349712619	3.90880204122643e-06	2.05127823000637e-05
ENSMUSG00000008690.15	1483.50400941672	-0.446917018341281	0.096830706931364	-4.61544723264353	3.92249697490543e-06	2.05742127078774e-05
ENSMUSG00000040721.9	247.666922449816	-0.700503467680949	0.151773509132061	-4.61545279994433	3.92239181941455e-06	2.05742127078774e-05
ENSMUSG00000032834.11	590.640708604723	-0.526272539228585	0.114041149783259	-4.61476002503301	3.93549776352406e-06	2.0634490379026e-05
ENSMUSG00000040209.12	894.906987827766	-0.518336255855744	0.112322013415254	-4.614734370363	3.93598390465687e-06	2.0634490379026e-05
ENSMUSG00000027739.9	363.755441739415	0.57765729826504	0.125205322478306	4.61368004834722	3.95601255931264e-06	2.07342365884217e-05
ENSMUSG00000026435.15	46.2242208269857	-1.50367956225312	0.325932728099587	-4.61346600883136	3.96009051812255e-06	2.07503527224927e-05
ENSMUSG00000047037.5	206.485090757919	0.828550105619894	0.179607760434837	4.61310860741175	3.96690884226959e-06	2.0780816211707e-05
ENSMUSG00000031239.5	4212.38791488091	0.626442165828677	0.135846674319667	4.61139125389679	3.99982887720321e-06	2.0947964552583e-05
ENSMUSG00000038239.11	18.5699002804475	-2.47646207805154	0.537068365676434	-4.61107418779441	4.00593529725555e-06	2.09746351542206e-05
ENSMUSG00000057113.13	13845.1455656891	-0.639963963594499	0.138835721373416	-4.60950508459732	4.03628662494504e-06	2.11282037981371e-05
ENSMUSG00000029554.15	660.218935028202	-0.612920650814885	0.132983132708581	-4.60901046870386	4.04589963115846e-06	2.11731661193461e-05
ENSMUSG00000026827.12	1587.61253528156	-0.438826335888345	0.0952341939937434	-4.60786527911576	4.06824101407255e-06	2.12846995088818e-05
ENSMUSG00000039774.12	88.2971524197604	-1.13774802189311	0.246930431830139	-4.60756502736674	4.07411812805326e-06	2.1310058587873e-05
ENSMUSG00000027508.15	285.689382122667	-0.787240053558034	0.170864231680689	-4.60740112669822	4.07732974445052e-06	2.13214662344408e-05
ENSMUSG00000017754.13	639.233358366646	0.770557113065324	0.167245662360906	4.60733690899863	4.07858874496514e-06	2.13223055429722e-05
ENSMUSG00000030347.6	296.438906082299	0.706343609681154	0.153310068613041	4.60728780615176	4.07955166718634e-06	2.13223055429722e-05
ENSMUSG00000022094.15	2160.44179646675	-0.386421275799771	0.0838866263566766	-4.60647057323238	4.09560988449109e-06	2.1400828916511e-05
ENSMUSG00000005949.9	500.193772283417	0.533540921037481	0.115868232537641	4.60472132311291	4.13018561329363e-06	2.15760479247993e-05
ENSMUSG00000054263.12	492.645563594894	0.661811063374355	0.143730576493461	4.60452521321698	4.13407931941087e-06	2.15909363495715e-05
ENSMUSG00000005846.12	2774.33534379213	-0.733944424365529	0.159401086902507	-4.60438782838678	4.13680915117872e-06	2.15997402600793e-05
ENSMUSG00000029752.12	2828.49377867802	-0.464130393792978	0.100808443869486	-4.60408251509044	4.14288190206975e-06	2.16259898834511e-05
ENSMUSG00000034928.16	1487.41404338749	-0.551785331497619	0.119851884528985	-4.60389366146492	4.14664251908858e-06	2.16401598870801e-05
ENSMUSG00000027752.15	391.195417778744	-0.68585065024803	0.148973948492575	-4.60382944258348	4.14792204625136e-06	2.16413778993195e-05
ENSMUSG00000061259.11	11.2862127122098	-5.94713445311104	1.29182039192057	-4.60368522613993	4.15079686146398e-06	2.16509164581708e-05
ENSMUSG00000025732.6	100.752020413803	-1.25650471275675	0.27303865174026	-4.60192981743864	4.18594265586055e-06	2.18287360024671e-05
ENSMUSG00000085932.1	6.85159663279667	-6.22820859943181	1.35378647193427	-4.6005841604644	4.21307754002235e-06	2.19647013786397e-05
ENSMUSG00000025050.8	357.661828021636	-0.624882599435483	0.135849788884061	-4.59980545106905	4.22885695495453e-06	2.20414118990034e-05
ENSMUSG00000010554.14	798.539731166799	-0.56531737612942	0.122902503173797	-4.59972223128771	4.23054662844771e-06	2.20446645094957e-05
ENSMUSG00000046694.6	369.334600727383	-0.749107704595596	0.1629102255896	-4.59828535553522	4.25982280601857e-06	2.21916278992965e-05
ENSMUSG00000020396.8	12.3698506651944	-3.80101095515697	0.826810444942904	-4.59719755405298	4.28211564770506e-06	2.23021466274105e-05
ENSMUSG00000085006.7	12.7056530891155	-3.56088450736002	0.775170850750808	-4.5936769989623	4.35503298159922e-06	2.26762062145339e-05
ENSMUSG00000030621.17	65.8672859683896	1.16213738028451	0.253049764851889	4.5925250354005	4.37914956642565e-06	2.27960410369017e-05
ENSMUSG00000032216.15	38039.7725867789	0.365033040954273	0.0794960540566432	4.59183849168383	4.39358329240137e-06	2.2865423288027e-05
ENSMUSG00000024883.8	1502.85623425104	0.476605252142789	0.103796581807411	4.59172396473621	4.39599551040854e-06	2.28722231196734e-05
ENSMUSG00000073838.10	638.703405025246	-0.50503498069948	0.110048870894232	-4.58918820879923	4.44973095507156e-06	2.3145985483421e-05
ENSMUSG00000019927.6	615.926531702115	-0.534535522957695	0.11649249247111	-4.58858344961808	4.46263909334481e-06	2.32072938471654e-05
ENSMUSG00000030768.12	741.932246038614	0.630129621878373	0.137334563795352	4.58828137989616	4.4690999753916e-06	2.32350518197854e-05
ENSMUSG00000040462.13	2335.16293107302	0.438998897944381	0.0956865599054861	4.58788463477003	4.47759945799619e-06	2.32733919566752e-05
ENSMUSG00000042148.8	296.328768679499	-0.653320995129954	0.142415423733794	-4.58743145932814	4.48732679587047e-06	2.33180932997168e-05
ENSMUSG00000028339.17	105.683536304765	-1.20864797783986	0.263473616218434	-4.58735867062236	4.48889107952805e-06	2.33203640789043e-05
ENSMUSG00000112848.1	7.38807634605111	-6.33183511135431	1.3803306203573	-4.58718731438074	4.49257571600292e-06	2.3333646456679e-05
ENSMUSG00000037206.15	371.591114150915	0.937115496083091	0.204332702806431	4.58622375768622	4.51334888480898e-06	2.34356547138663e-05
ENSMUSG00000036644.15	1925.47920438518	0.466337957425474	0.101691892553759	4.58579288588759	4.52266772811716e-06	2.34781498849585e-05
ENSMUSG00000066232.4	5868.24214216918	-0.589424451970916	0.128555499959379	-4.58498043379835	4.540289514732e-06	2.356371530137e-05
ENSMUSG00000020178.6	16.1814064344753	-2.71241246226363	0.59164371463862	-4.58453693524048	4.54993656833702e-06	2.36078599922719e-05
ENSMUSG00000031703.8	1728.66548511651	0.513472101949629	0.112007077471211	4.58428265018885	4.5554766724567e-06	2.36306785163269e-05
ENSMUSG00000037235.13	2113.66706747391	0.61933904691088	0.135102675409281	4.58421008343949	4.55705886785315e-06	2.36329598393778e-05
ENSMUSG00000034159.12	12.3812017765507	-5.1787724234041	1.13010163635335	-4.58257227209681	4.59290891566392e-06	2.38129089569773e-05
ENSMUSG00000014503.15	138.532181363851	0.863200200242709	0.188407936770925	4.58154903151573	4.61544358089798e-06	2.39237487742512e-05
ENSMUSG00000117975.1	705.678385982399	0.559689204730137	0.122176039053592	4.58100630095424	4.62743899762419e-06	2.39799174709047e-05
ENSMUSG00000039914.6	200.690051345413	0.76803118865447	0.167667725074056	4.58067399861986	4.63479826936507e-06	2.40120390178701e-05
ENSMUSG00000006519.11	729.888543839027	0.616811463319187	0.134669407546438	4.58018992254417	4.64553883468129e-06	2.40616579551958e-05
ENSMUSG00000030605.15	4199.84122951966	0.606734754956121	0.132527407973853	4.57818321683185	4.69031796385681e-06	2.42875113187249e-05
ENSMUSG00000022464.14	1792.62159330486	-0.400723380084866	0.0875747772599171	-4.57578531882007	4.7443687460609e-06	2.45612503127532e-05
ENSMUSG00000029209.15	263.852558821583	0.68328483587161	0.149339071448976	4.57539228844788	4.75328472003497e-06	2.46012511892328e-05
ENSMUSG00000007480.5	14.204380434825	-2.91201345093043	0.636497423040069	-4.575059294069	4.76085132217115e-06	2.46342499504139e-05
ENSMUSG00000027203.15	494.378037103786	-0.615462853897756	0.134543015040215	-4.57446901805936	4.77429247240494e-06	2.46976214995351e-05
ENSMUSG00000044005.13	32.952186113616	-1.80516102348942	0.394736286707141	-4.57308102720408	4.8060417222809e-06	2.48556462772062e-05
ENSMUSG00000012076.8	656.048960136874	0.494559539281004	0.108163815815498	4.57231963898728	4.8235436951023e-06	2.49399271233645e-05
ENSMUSG00000038046.4	123.313436232346	-0.879075072084537	0.192280425784352	-4.57183859718744	4.83463281630055e-06	2.49910167593227e-05
ENSMUSG00000039153.17	679.206635272857	0.554825768076408	0.121362655926243	4.57163502101996	4.8393330651643e-06	2.50090639817771e-05
ENSMUSG00000109325.1	6.80916477703818	-6.20527931475924	1.35744163275854	-4.57130469922978	4.84696898171111e-06	2.50422695616028e-05
ENSMUSG00000029005.4	35.8098182890879	1.67302765961639	0.366014269612017	4.57093561240068	4.8555146645593e-06	2.5080157769223e-05
ENSMUSG00000054079.12	850.942895166342	-0.590244731771988	0.129144423976588	-4.57042366675459	4.86739193372312e-06	2.51352313861533e-05
ENSMUSG00000034349.14	1974.7318285794	-0.725798915827847	0.158815005435655	-4.57009029994909	4.87514108227677e-06	2.51689652031594e-05
ENSMUSG00000060147.15	5372.01276626434	0.557531984183096	0.122015108219434	4.56936843575485	4.8919614099394e-06	2.52495024170201e-05
ENSMUSG00000031603.14	10.7847998235166	-5.89010944005412	1.28916478790325	-4.56893447239901	4.90210002770825e-06	2.52955208962835e-05
ENSMUSG00000019804.12	1832.25647535673	0.3949128660447	0.0864483124125226	4.56819635946409	4.91939068368869e-06	2.53784127365257e-05
ENSMUSG00000029843.4	12.973072233612	-4.23214787080494	0.926639228295032	-4.56720128133565	4.94279334492759e-06	2.54927863192513e-05
ENSMUSG00000006276.10	1421.801890568	-0.412110408424202	0.0902433270149268	-4.5666579685835	4.95561616235955e-06	2.55525502369721e-05
ENSMUSG00000001105.15	563.934739705907	0.515280357297128	0.112845057159818	4.5662643120235	4.96492681542608e-06	2.55941791753599e-05
ENSMUSG00000021025.8	725.00693814705	-0.809458750402632	0.177298393447049	-4.56551655469107	4.9826587134778e-06	2.56791880432774e-05
ENSMUSG00000070319.6	1637.08565452106	-0.435877076729369	0.0954776475690042	-4.5652263941081	4.98955573841716e-06	2.57083286576926e-05
ENSMUSG00000045374.18	924.754114529931	0.62755707032135	0.137477666207572	4.56479286878368	4.99987753494563e-06	2.57550962563297e-05
ENSMUSG00000031903.7	707.362749894945	0.521909397706024	0.114395119211819	4.56233973356531	5.05867050973747e-06	2.6051460501603e-05
ENSMUSG00000033047.5	3263.93826988524	-0.3755798335464	0.0823310157890056	-4.56182679087696	5.07104734273046e-06	2.61086999450137e-05
ENSMUSG00000030102.11	1196.93899104969	0.509321470451894	0.111654250592536	4.56159499301625	5.0766499190087e-06	2.61310417702247e-05
ENSMUSG00000031149.7	581.282008929914	0.56549585743562	0.123975426973111	4.56135438483524	5.08247171096585e-06	2.61545005683459e-05
ENSMUSG00000024065.8	270.584521769569	0.675583993991343	0.148115023826738	4.56121179699925	5.08592480423169e-06	2.61657613591497e-05
ENSMUSG00000036918.16	519.453150046966	-0.574931715827419	0.12606316752783	-4.56066372995502	5.09921843666228e-06	2.62276309794213e-05
ENSMUSG00000097986.2	10.6858988126292	-5.87961205979352	1.28943847626705	-4.55982365038084	5.11965958347586e-06	2.63262236647689e-05
ENSMUSG00000025583.15	1137.8036603217	-0.608199468675547	0.133392603622344	-4.5594692071343	5.12830755243593e-06	2.63641397458355e-05
ENSMUSG00000041594.18	403.825763270096	0.571618359124337	0.125383236969528	4.55896954760593	5.14052237758155e-06	2.6420369298144e-05
ENSMUSG00000001663.10	63.0100312854081	1.28901737622619	0.282748916442873	4.55887644926351	5.14280136415888e-06	2.64255170939778e-05
ENSMUSG00000058966.13	14.1529926105503	-3.09687305634641	0.679561966489431	-4.55716065503878	5.18497651261444e-06	2.66356118987969e-05
ENSMUSG00000044847.13	218.93123959644	-0.699293326650089	0.153490342827572	-4.55594348001204	5.21509591841663e-06	2.67836865104977e-05
ENSMUSG00000028018.15	397.900875679034	-0.655065331841857	0.14381363339883	-4.55495989052165	5.23955748853802e-06	2.69026373207709e-05
ENSMUSG00000044667.12	17.3959699149972	2.51954506280588	0.55338070221692	4.55300492538362	5.28850344811457e-06	2.71472136057434e-05
ENSMUSG00000008384.8	412.131153300216	0.699206219678162	0.15362469771369	4.5513919967561	5.32921522783465e-06	2.73494109199244e-05
ENSMUSG00000029267.17	492.811342547462	-0.772920260238674	0.169831026743524	-4.55111339228918	5.33627778040536e-06	2.73788637012018e-05
ENSMUSG00000031788.14	446.502663639091	-0.720629904073684	0.158389685220925	-4.54972748426474	5.37154356567249e-06	2.75529684460865e-05
ENSMUSG00000027006.13	3733.22943656554	0.479602551856725	0.105423589049668	4.54929068702803	5.3827044670351e-06	2.76033731555664e-05
ENSMUSG00000029861.17	97.0669114307514	-1.03568087822285	0.227686785852929	-4.5487087638535	5.39760807590513e-06	2.76729413299255e-05
ENSMUSG00000021400.8	531.310622158685	-0.541989558401689	0.119181574909732	-4.54759520347161	5.42623762651589e-06	2.78128289840769e-05
ENSMUSG00000049491.15	6.64772143521772	-6.17806506222348	1.3588260162022	-4.5466196470764	5.4514385265137e-06	2.79350777304902e-05
ENSMUSG00000025666.16	563.731940285162	0.536098047271921	0.117925160729973	4.54608706024565	5.4652437315469e-06	2.79988848624346e-05
ENSMUSG00000036199.9	1187.97428306143	0.522511410776415	0.114946430344029	4.54569497471617	5.4754283795048e-06	2.80441165850002e-05
ENSMUSG00000031776.17	1233.24084156467	0.426152361735886	0.093769186045401	4.54469511476353	5.5014826312502e-06	2.81705869288794e-05
ENSMUSG00000035799.6	697.923725609937	0.531021180893915	0.116852861605259	4.54435752448886	5.51030629557301e-06	2.82087865222764e-05
ENSMUSG00000030662.10	5993.56121714691	-0.411946033730828	0.0906553559385322	-4.54408930907671	5.51732635152763e-06	2.82377363270787e-05
ENSMUSG00000085795.8	676.030683106577	0.640112120401809	0.140891598202898	4.54329518982377	5.53816123050548e-06	2.83373587374393e-05
ENSMUSG00000044835.15	13.8481326452091	-3.03767302639231	0.668773944486196	-4.54215217479216	5.56828216966675e-06	2.84844345311316e-05
ENSMUSG00000017548.15	1420.74406902032	-0.666832946597886	0.146851725527624	-4.54085877576187	5.60255518236143e-06	2.86526722021041e-05
ENSMUSG00000102813.1	291.727236330935	0.657595954869885	0.144839007898308	4.54018544045527	5.62047732956708e-06	2.873722553553e-05
ENSMUSG00000104554.1	11.5693416420614	-4.46744640448621	0.984223478290687	-4.53905693475721	5.65063786659084e-06	2.88842959096034e-05
ENSMUSG00000031953.2	79.9561571499472	-1.06556271164709	0.234789728798373	-4.53837021363975	5.66906698847252e-06	2.89713411043802e-05
ENSMUSG00000052942.13	915.183134010364	0.59256121748617	0.13057000402188	4.5382645265667	5.67190835255171e-06	2.89787029116417e-05
ENSMUSG00000057522.15	2516.17156346806	0.390313898008315	0.0860072822061032	4.53814942173139	5.67500446102467e-06	2.89873622926463e-05
ENSMUSG00000044149.7	221.645490926823	-0.770131434530207	0.169707628894842	-4.53798947958558	5.6793092965811e-06	2.90021899329482e-05
ENSMUSG00000031371.14	332.982999559768	0.623312974806704	0.137452885604027	4.5347391003659	5.76747332253098e-06	2.94451432929907e-05
ENSMUSG00000075467.4	553.377228263575	0.645413852582611	0.142346151035053	4.53411523873012	5.7845442688333e-06	2.9525010434087e-05
ENSMUSG00000039496.8	57.0865775430812	1.26593845990927	0.279337058771237	4.5319388178495	5.84447789825194e-06	2.98235605034874e-05
ENSMUSG00000027932.14	400.388039437676	0.735659064442075	0.162331961146609	4.53181899144106	5.84779484542581e-06	2.98331274888591e-05
ENSMUSG00000029012.11	343.78529331956	-0.691817282380932	0.15269046749248	-4.53084788947287	5.87474272989483e-06	2.99632156936229e-05
ENSMUSG00000117613.1	6.62116810888474	-6.18093511812643	1.36432684799719	-4.53039176587336	5.88744105252656e-06	3.00205799984266e-05
ENSMUSG00000001313.12	223.408518214326	-0.744400464379091	0.164327015047384	-4.52999443922501	5.89852389307637e-06	3.00696805756705e-05
ENSMUSG00000020839.16	10.9474474991433	-5.89813918288528	1.3025452064073	-4.5281646685827	5.94982086643101e-06	3.03237113239365e-05
ENSMUSG00000055489.8	67.0262599485499	1.17109018877587	0.258702652009222	4.52678076425023	5.98890141613391e-06	3.05153703437346e-05
ENSMUSG00000022016.17	2171.91334528163	0.509969689944475	0.112657532677657	4.52672518049579	5.9904761852438e-06	3.05158780704601e-05
ENSMUSG00000001751.9	659.820760283017	0.676733198231212	0.149519018284934	4.52606769355307	6.00913384606596e-06	3.06033854932463e-05
ENSMUSG00000027067.16	3691.26135024403	-0.450176205673233	0.0994793841383247	-4.52532159876733	6.03037331119519e-06	3.0703995247033e-05
ENSMUSG00000032515.8	550.135295159855	-0.627523213113267	0.138682176502422	-4.52490167763058	6.04235899983102e-06	3.07574509422993e-05
ENSMUSG00000034192.5	209.881191314857	-0.694006446371051	0.153445479419426	-4.52282106320032	6.10208247226489e-06	3.10538204437254e-05
ENSMUSG00000074570.14	13.7987916156393	-3.04308268075909	0.672889840144888	-4.52240842290596	6.11399413834554e-06	3.11067871962504e-05
ENSMUSG00000032609.12	156.250683216649	0.972360300470314	0.215023281356989	4.52211636960357	6.12243827010026e-06	3.11420901139818e-05
ENSMUSG00000031198.4	806.769788407179	0.582274859444645	0.128772189501901	4.52174387728377	6.13322432878499e-06	3.11892850761001e-05
ENSMUSG00000040151.9	1745.61971208074	0.464236561466536	0.102669342148231	4.52166685548919	6.1354568748097e-06	3.11929703536958e-05
ENSMUSG00000038462.3	1309.91734727077	-0.510705054125471	0.112958636355276	-4.52116872692415	6.14991436904729e-06	3.12587907991355e-05
ENSMUSG00000044948.17	63.931528796708	-1.3897910467192	0.307484025493584	-4.51988048643586	6.18745510044743e-06	3.14418775885424e-05
ENSMUSG00000019853.6	310.035657625489	0.629956323600727	0.139382161319851	4.51963377261109	6.19466958523694e-06	3.147080788551e-05
ENSMUSG00000001016.12	1060.46576979223	-0.443111593062933	0.0980511433752148	-4.51918843380813	6.20771270892463e-06	3.15293279669835e-05
ENSMUSG00000031328.16	40321.2067624851	0.456336835387689	0.10099464430949	4.51842608593462	6.2301014420999e-06	3.16352745539324e-05
ENSMUSG00000034634.7	10.3970110799694	-5.8382630783633	1.29227159878485	-4.51782975332208	6.24766845455547e-06	3.17166913667213e-05
ENSMUSG00000079429.9	87.6009592859679	-0.999983913660878	0.221347174983724	-4.51771708283338	6.25099286762363e-06	3.17257824957139e-05
ENSMUSG00000059482.15	440.960076645382	0.584055180522322	0.129297039246183	4.51715819579035	6.2675082159381e-06	3.17940025657458e-05
ENSMUSG00000074916.5	661.61062782407	0.643016017494452	0.142349638646897	4.51715946458759	6.26747067520148e-06	3.17940025657458e-05
ENSMUSG00000083844.8	192.27479885254	0.738294826295313	0.163453421362994	4.51685146838085	6.27658987699869e-06	3.18322664342908e-05
ENSMUSG00000026150.14	1545.35539754141	0.473574595737732	0.104874395406532	4.51563600344949	6.31270162787275e-06	3.20075633764225e-05
ENSMUSG00000046688.14	58.8447570890198	1.28254739996498	0.284047376314873	4.51525874522864	6.32395042763358e-06	3.20567416065807e-05
ENSMUSG00000034771.15	439.850637482669	0.903227543738275	0.200142770670617	4.51291615835954	6.39423038755883e-06	3.24050573315604e-05
ENSMUSG00000106464.1	146.909418208064	0.944233853861066	0.209246939240638	4.51253364702831	6.40577685219103e-06	3.24556222731511e-05
ENSMUSG00000026819.15	448.131759118042	-0.552865384867573	0.122523079018241	-4.51233669034114	6.4117299529771e-06	3.24778299552491e-05
ENSMUSG00000048154.17	2127.02111500753	-0.606489210511691	0.134408525785101	-4.51228228990009	6.41337516246208e-06	3.24782110124487e-05
ENSMUSG00000073639.6	3624.36397194065	0.48775617598412	0.108120463921669	4.51122903373307	6.44530806804569e-06	3.26319353900297e-05
ENSMUSG00000051851.5	86.7350893398431	1.0513026160965	0.233155469861563	4.50901974000747	6.51278494864531e-06	3.29654960197273e-05
ENSMUSG00000108179.1	18.57353257334	-2.46541189704169	0.546876770013585	-4.50816716347349	6.53900488461316e-06	3.30901159608592e-05
ENSMUSG00000070794.11	6.78690231487586	-6.20807597317966	1.37752102277483	-4.50670143724871	6.58431769509715e-06	3.33112692977439e-05
ENSMUSG00000041632.7	305.951744128647	-0.655116524475047	0.145378627788252	-4.5062780853128	6.59746139986591e-06	3.33696048848474e-05
ENSMUSG00000000776.13	771.747460637991	-0.462600773792113	0.102676379268556	-4.50542546482045	6.6240087235766e-06	3.34956901649057e-05
ENSMUSG00000021238.11	392.890659593347	0.670460415898549	0.148826816068341	4.50497049933981	6.63821638297221e-06	3.35593309664091e-05
ENSMUSG00000073598.3	10.4894692396984	-5.84268475914897	1.2971220631629	-4.50434459876673	6.65780964932257e-06	3.36501608149367e-05
ENSMUSG00000033918.16	848.611608030193	-0.48431698534953	0.107553551363858	-4.50303108737957	6.69910799723571e-06	3.38506221638532e-05
ENSMUSG00000041268.17	353.470346972854	-0.780543489497598	0.173355438901185	-4.50256129513489	6.7139382306888e-06	3.39172747688057e-05
ENSMUSG00000037752.4	161.818564291429	0.782366333868532	0.173796469753494	4.50162385333954	6.74362497211021e-06	3.40589281733505e-05
ENSMUSG00000059796.16	7235.80659526318	-0.495207649408629	0.110015714224853	-4.50124468943148	6.75566789744782e-06	3.41114234304377e-05
ENSMUSG00000108968.1	10.8930775942495	-5.88854852643324	1.30832548821657	-4.50082840964915	6.76891338116953e-06	3.41699636691689e-05
ENSMUSG00000057406.16	1208.79255918876	-0.497422994224247	0.110522980456823	-4.50062957195196	6.77524890268736e-06	3.41936018662829e-05
ENSMUSG00000020572.8	1525.23565012614	-0.735734233798316	0.16350296864063	-4.49982186816081	6.80104295874792e-06	3.43154087042971e-05
ENSMUSG00000039782.15	767.634205453663	0.568554439100161	0.126399492260518	4.49807533979909	6.85713996263415e-06	3.4590015705197e-05
ENSMUSG00000033323.14	526.520730939505	-0.508075002590771	0.113019452726862	-4.4954650755446	6.94180518968584e-06	3.50085626423771e-05
ENSMUSG00000028438.16	108.777248436727	-0.932441699613353	0.207434976181951	-4.49510355859884	6.95360970842326e-06	3.5059547657361e-05
ENSMUSG00000032458.6	6043.41681321162	0.383019881050651	0.0852125676599584	4.49487548103345	6.96106694077168e-06	3.50885944940896e-05
